iter,f2,total_cost
164,5423.2,1507.78
165,5423.2,1507.78
166,5423.2,1507.78
167,5423.2,1507.78
168,5423.2,1507.78
169,5423.2,1507.78
170,5423.2,1507.78
171,5423.2,1507.78
172,5423.2,1507.78
173,5423.2,1507.78
174,5423.2,1507.78
175,5423.2,1507.78
176,5423.2,1507.78
177,5423.2,1507.78
178,5423.2,1507.78
179,5423.2,1507.78
180,5423.2,1507.78
181,5423.2,1507.78
182,5423.2,1507.78
183,5423.2,1507.78
184,5423.2,1507.78
185,5423.2,1507.78
186,5423.2,1507.78
187,5423.2,1507.78
188,5423.2,1507.78
189,5423.2,1507.78
190,5423.2,1507.78
191,5423.2,1507.78
192,5423.2,1507.78
193,5423.2,1507.78
194,5423.2,1507.78
195,5423.2,1507.78
196,5423.2,1507.78
197,5423.2,1507.78
198,5423.2,1507.78
199,5423.2,1507.78
200,5423.2,1507.78
201,5423.2,1507.78
202,5423.2,1507.78
203,5423.2,1507.78
204,5423.2,1507.78
205,5423.2,1507.78
206,5423.2,1507.78
207,5423.2,1507.78
208,5423.2,1507.78
209,5423.2,1507.78
210,5423.2,1507.78
211,5423.2,1507.78
212,5423.2,1507.78
213,5423.2,1507.78
214,5423.2,1507.78
215,5423.2,1507.78
216,5423.2,1507.78
217,5423.2,1507.78
218,5423.2,1507.78
219,5423.2,1507.78
220,5423.2,1507.78
221,5423.2,1507.78
222,5423.2,1507.78
223,5423.2,1507.78
224,5423.2,1507.78
225,5423.2,1507.78
226,5423.2,1507.78
227,5423.2,1507.78
228,5423.2,1507.78
229,5423.2,1507.78
230,5423.2,1507.78
231,5423.2,1507.78
232,5423.2,1507.78
233,5423.2,1507.78
234,5423.2,1507.78
235,5423.2,1507.78
236,5423.2,1507.78
237,5423.2,1507.78
238,5423.2,1507.78
239,5423.2,1507.78
240,5423.2,1507.78
241,5423.2,1507.78
242,5423.2,1507.78
243,5423.2,1507.78
244,5423.2,1507.78
245,5423.2,1507.78
246,5423.2,1507.78
247,5423.2,1507.78
248,5423.2,1507.78
249,5423.2,1507.78
250,5423.2,1507.78
251,5423.2,1507.78
252,5423.2,1507.78
253,5423.2,1507.78
254,5423.2,1507.78
255,5423.2,1507.78
256,5423.2,1507.78
257,5423.2,1507.78
258,5423.2,1507.78
259,5423.2,1507.78
260,5423.2,1507.78
261,5423.2,1507.78
262,5423.2,1507.78
263,5423.2,1507.78
264,5423.2,1507.78
265,5423.2,1507.78
266,5423.2,1507.78
267,5423.2,1507.78
268,5423.2,1507.78
269,5423.2,1507.78
270,5423.2,1507.78
271,5423.2,1507.78
272,5423.2,1507.78
273,5423.2,1507.78
274,5423.2,1507.78
275,5423.2,1507.78
276,5423.2,1507.78
277,5423.2,1507.78
278,5423.2,1507.78
279,5423.2,1507.78
280,5423.2,1507.78
281,5423.2,1507.78
282,5423.2,1507.78
283,5423.2,1507.78
284,5423.2,1507.78
285,5423.2,1507.78
286,5423.2,1507.78
287,5423.2,1507.78
288,5423.2,1507.78
289,5423.2,1507.78
290,5423.2,1507.78
291,5423.2,1507.78
292,5423.2,1507.78
293,5423.2,1507.78
294,5423.2,1507.78
295,5423.2,1507.78
296,5423.2,1507.78
297,5423.2,1507.78
298,5423.2,1507.78
299,5423.2,1507.78
300,5423.2,1507.78
301,5423.2,1507.78
302,5423.2,1507.78
303,5423.2,1507.78
304,5423.2,1507.78
305,5423.2,1507.78
306,5423.2,1507.78
307,5423.2,1507.78
308,5423.2,1507.78
309,5423.2,1507.78
310,5423.2,1507.78
311,5423.2,1507.78
312,5423.2,1507.78
313,5423.2,1507.78
314,5423.2,1507.78
315,5423.2,1507.78
316,5423.2,1507.78
317,5423.2,1507.78
318,5423.2,1507.78
319,5423.2,1507.78
320,5423.2,1507.78
321,5423.2,1507.78
322,5423.2,1507.78
323,5423.2,1507.78
324,5423.2,1507.78
325,5423.2,1507.78
326,5423.2,1507.78
327,5423.2,1507.78
328,5423.2,1507.78
329,5423.2,1507.78
330,5423.2,1507.78
331,5423.2,1507.78
332,5423.2,1507.78
333,5423.2,1507.78
334,5423.2,1507.78
335,5423.2,1507.78
336,5423.2,1507.78
337,5423.2,1507.78
338,5423.2,1507.78
339,5423.2,1507.78
340,5423.2,1507.78
341,5423.2,1507.78
342,5423.2,1507.78
343,5423.2,1507.78
344,5423.2,1507.78
345,5423.2,1507.78
346,5423.2,1507.78
347,5423.2,1507.78
348,5423.2,1507.78
349,5423.2,1507.78
350,5423.2,1507.78
351,5423.2,1507.78
352,5423.2,1507.78
353,5423.2,1507.78
354,5423.2,1507.78
355,5423.2,1507.78
356,5423.2,1507.78
357,5423.2,1507.78
358,5423.2,1507.78
359,5423.2,1507.78
360,5423.2,1507.78
361,5423.2,1507.78
362,5423.2,1507.78
363,5423.2,1507.78
364,5423.2,1507.78
365,5423.2,1507.78
366,5423.2,1507.78
367,5423.2,1507.78
368,5423.2,1507.78
369,5423.2,1507.78
370,5423.2,1507.78
371,5423.2,1507.78
372,5423.2,1507.78
373,5423.2,1507.78
374,5423.2,1507.78
375,5423.2,1507.78
376,5423.2,1507.78
377,5423.2,1507.78
378,5423.2,1507.78
379,5423.2,1507.78
380,5423.2,1507.78
381,5423.2,1507.78
382,5423.2,1507.78
383,5423.2,1507.78
384,5423.2,1507.78
385,5423.2,1507.78
386,5423.2,1507.78
387,5423.2,1507.78
388,5423.2,1507.78
389,5423.2,1507.78
390,5423.2,1507.78
391,5423.2,1507.78
392,5423.2,1507.78
393,5423.2,1507.78
394,5423.2,1507.78
395,5423.2,1507.78
396,5423.2,1507.78
397,5423.2,1507.78
398,5423.2,1507.78
399,5423.2,1507.78
400,5423.2,1507.78
401,5423.2,1507.78
402,5423.2,1507.78
403,5423.2,1507.78
404,5423.2,1507.78
405,5423.2,1507.78
406,5423.2,1507.78
407,5423.2,1507.78
408,5423.2,1507.78
409,5423.2,1507.78
410,5423.2,1507.78
411,5423.2,1507.78
412,5423.2,1507.78
413,5423.2,1507.78
414,5423.2,1507.78
415,5423.2,1507.78
416,5423.2,1507.78
417,5423.2,1507.78
418,5423.2,1507.78
419,5423.2,1507.78
420,5423.2,1507.78
421,5423.2,1507.78
422,5423.2,1507.78
423,5423.2,1507.78
424,5423.2,1507.78
425,5423.2,1507.78
426,5423.2,1507.78
427,5423.2,1507.78
428,5423.2,1507.78
429,5423.2,1507.78
430,5423.2,1507.78
431,5423.2,1507.78
432,5423.2,1507.78
433,5423.2,1507.78
434,5423.2,1507.78
435,5423.2,1507.78
436,5423.2,1507.78
437,5423.2,1507.78
438,5423.2,1507.78
439,5423.2,1507.78
440,5423.2,1507.78
441,5423.2,1507.78
442,5423.2,1507.78
443,5423.2,1507.78
444,5423.2,1507.78
445,5423.2,1507.78
446,5423.2,1507.78
447,5423.2,1507.78
448,5423.2,1507.78
449,5423.2,1507.78
450,5423.2,1507.78
451,5423.2,1507.78
452,5423.2,1507.78
453,5423.2,1507.78
454,5423.2,1507.78
455,5423.2,1507.78
456,5423.2,1507.78
457,5423.2,1507.78
458,5423.2,1507.78
459,5423.2,1507.78
460,5423.2,1507.78
461,5423.2,1507.78
462,5423.2,1507.78
463,5423.2,1507.78
464,5423.2,1507.78
465,5423.2,1507.78
466,5423.2,1507.78
467,5423.2,1507.78
468,5423.2,1507.78
469,5423.2,1507.78
470,5423.2,1507.78
471,5423.2,1507.78
472,5423.2,1507.78
473,5423.2,1507.78
474,5423.2,1507.78
475,5423.2,1507.78
476,5423.2,1507.78
477,5423.2,1507.78
478,5423.2,1507.78
479,5423.2,1507.78
480,5423.2,1507.78
481,5423.2,1507.78
482,5423.2,1507.78
483,5423.2,1507.78
484,5423.2,1507.78
485,5423.2,1507.78
486,5423.2,1507.78
487,5423.2,1507.78
488,5423.2,1507.78
489,5423.2,1507.78
490,5423.2,1507.78
491,5423.2,1507.78
492,5423.2,1507.78
493,5423.2,1507.78
494,5423.2,1507.78
495,5423.2,1507.78
496,5423.2,1507.78
497,5423.2,1507.78
498,5423.2,1507.78
499,5423.2,1507.78
500,5423.2,1507.78
501,5423.2,1507.78
502,5423.2,1507.78
503,5423.2,1507.78
504,5423.2,1507.78
505,5423.2,1507.78
506,5423.2,1507.78
507,5423.2,1507.78
508,5423.2,1507.78
509,5423.2,1507.78
510,5423.2,1507.78
511,5423.2,1507.78
512,5423.2,1507.78
513,5423.2,1507.78
514,5423.2,1507.78
515,5423.2,1507.78
516,5423.2,1507.78
517,5423.2,1507.78
518,5423.2,1507.78
519,5423.2,1507.78
520,5423.2,1507.78
521,5423.2,1507.78
522,5423.2,1507.78
